user,total_format,like_cnt,repost_cnt,comment_cnt,profile_url,full_profile_url,attitudes_count,comments_count,reposts_count,region_name,text_raw,created_at,h5_url,follower_count,weibo_count,hot_weibo_count,hot_weibo_likes
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625532&ssig=N7YzXHLeiS",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,9125240,203,50,2980486
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625536&ssig=KethhuK6mx",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,4236948,630,53,2315843
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625536&ssig=qdbDu1HCC3",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,3969635,307,28,4087676
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625536&ssig=UtKEkutcTl",1134.4万,10628780,366365,348904,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,8279555,179,26,2553487
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625536&ssig=QvRC7Zt1KF",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,3145789,176,92,2202839
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625536&ssig=odlD1P92Jv",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,235,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,6673218,740,19,2867695
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625536&ssig=Hi57KFyb2s",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,7771726,205,79,2888646
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625538&ssig=sgieEYV%2FPz",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,4387049,321,37,5723029
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625538&ssig=x7Z%2BOeMwf2",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,3255051,366,16,3232441
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625538&ssig=7KuzXfGPbh",1134.4万,10628780,366365,348904,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,4015617,371,43,3679480
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625538&ssig=FnJRi4aRD7",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,2969860,274,27,4074398
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625538&ssig=Q45S4FZXD%2B",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,236,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,2766613,381,42,4861836
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625538&ssig=lmwm9YaCBu",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,5462878,323,15,2222119
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625541&ssig=I%2Fi0%2B9PilE",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,4560039,152,11,3558237
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625541&ssig=%2F57ixjfNPR",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,6697325,366,46,1820632
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625541&ssig=mjBADLYY9z",1134.4万,10628780,366365,348904,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,2815326,232,38,4165173
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625541&ssig=jkwzoqohui",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,4801564,450,38,1225711
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625541&ssig=C6n2yOx251",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,236,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,4779298,294,13,4511130
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625541&ssig=dl%2BONW2oqD",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,5959490,367,0,0
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625544&ssig=GX38u6eWJH",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,3490251,182,83,2923924
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625544&ssig=0y0CabskF9",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,9561847,268,38,2966044
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625544&ssig=pdvdcnoI2p",1134.4万,10628780,366365,348904,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,6344888,297,0,0
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625544&ssig=XLtZaxvyDt",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,9026841,254,61,1062606
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625544&ssig=daqUdcaai3",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,236,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,4398967,280,0,0
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625544&ssig=z%2Boa3UJ7Bi",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,3594861,307,39,5606762
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625548&ssig=BiAJZldPsZ",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,2660741,371,49,3754708
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625548&ssig=ukM4oHWmaG",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,6220676,682,0,0
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625548&ssig=rtxVbR6EAN",1134.4万,10628780,366365,348904,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,9501883,739,99+,1769469
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625548&ssig=gh8aHo1e%2BE",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,3082084,640,75,1993280
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625548&ssig=kM69%2FxM9pa",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,236,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,43983874,353,47,2891510
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625548&ssig=mAMWKr167M",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,4620844,465,33,1522577
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625550&ssig=Ku3OFpKIUT",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,3229276,265,13,5320620
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625550&ssig=XiQLAc%2FMdj",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,4901253,157,37,5389304
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625550&ssig=%2BgIDOt4gEU",1134.4万,10628780,366365,348904,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,2190188,993,77,1648219
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625550&ssig=J%2FrMsm2H25",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,9889313,314,0,0
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625550&ssig=nj3Q2pLRL0",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,236,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,3962099,337,57,2885133
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625550&ssig=94ACMaJn0E",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,8721245,258,0,0
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625552&ssig=ocbOEgGwKr",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,2687774,298,0,0
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625552&ssig=76Tn1g8zW%2B",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,6833845,370,16,1850392
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625552&ssig=1T%2Fldf7VpU",1134.4万,10628780,366365,348904,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,3772068,341,99+,2064059
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625552&ssig=l1Z6avxYC0",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,2612949,167,57,1104812
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625552&ssig=fiSJi%2Fb1MU",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,237,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,4846341,296,39,5088465
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625552&ssig=1TMiP%2BtWgS",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,4851313,989,42,2639913
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625554&ssig=43YpiPw75e",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,252,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,7479697,218,45,2965878
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625554&ssig=R1WJ0%2F0Q6h",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,490,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,4769907,163,50,4369950
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625554&ssig=%2FqsNWrXQOw",1134.4万,10628780,366365,348904,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,4136071,159,63,2193084
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625554&ssig=N%2Fc7EeAc%2Bp",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,6364324,273,49,1320646
