user,total_format,like_cnt,repost_cnt,comment_cnt,profile_url,full_profile_url,attitudes_count,comments_count,reposts_count,region_name,text_raw,created_at,h5_url
新浪韩娱,"https://tvax3.sinaimg.cn/crop.0.0.828.828.180/0033yDqRly8h8v3tvr9ynj60n00n0q5a02.jpg?KID=imgbed,tva&Expires=1728625519&ssig=se3PxFQw9b",6119.7万,49241200,5717813,6237598,https://weibo.com/u/2800982237,454,46,36,暂无地区信息,#JENNIE新歌##Jennie新歌mv# JENNIE新歌《Mantra》官方MV终于上线啦！#Jennie回归# http://t.cn/A6EQmKtu ​,Fri Oct 11 09:00:26 +0800 2024,https://video.weibo.com/show?fid=1034:5088201291792419
齐齐哈哈市萍萍,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/007mQXylly8h87e5e9j5zj30u00u0te5.jpg?KID=imgbed,tva&Expires=1728625519&ssig=sIUArqUBlr",3111.4万,23416535,6039818,1657833,https://weibo.com/u/6750631197,112,100,102,发布于 山东,#宁静拍短剧# 短剧忠实爱好者宁静看到爽剧上去演两集的愿望实现了！！重返18岁之我是宁静 @东方卫视开播短剧季 节目组一定要给静姐安排她想演的公主娶了五个驸马剧情[偷笑][偷笑]不仅宁静演爽了我们看这种短剧也会上头的好吗！！ ​,Fri Oct 11 09:15:31 +0800 2024,暂无视频
甄心忙果_,"https://tvax2.sinaimg.cn/crop.88.106.930.930.180/008eZAxIly8gmnld3ya3ej30u00y80wv.jpg?KID=imgbed,tva&Expires=1728625519&ssig=qcwCgtC0gX",2365万,21795714,632631,1221924,https://weibo.com/u/7550609842,323,82,42,发布于 广东,#洪承汉归队##洪承汉将11月回归riize# RIIZE官方公告洪承汉将于11月归队，RIIZE将于下月重启7人体制！ ​​​,Fri Oct 11 09:18:46 +0800 2024,暂无视频
烫金真爱册,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/0079UAaply8gxvo8joc7vj30u00u0jtq.jpg?KID=imgbed,tva&Expires=1728625519&ssig=hkoN227zZR",7237.3万,52600967,16848699,2922957,https://weibo.com/u/6559402245,112,102,103,发布于 湖南,#宁静拍短剧#老师我真起猛了 居然刷到宁静去拍短剧了。。姐真的永远走在行业前列 不敢想象专业演员拍出来的短剧会有多好看🥹像狗一样期待开播短剧季上线啊啊啊啊 ​,Fri Oct 11 09:09:30 +0800 2024,暂无视频
小狗才不爱哭,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/9fad1751ly8ht5wguz4dlj20u00u0adg.jpg?KID=imgbed,tva&Expires=1728625519&ssig=wJOU%2FVuPnZ",294.3万,2186674,495489,261254,https://weibo.com/u/2678921041,470,24,3,发布于 上海,#于适被赠予德艺传承丹卷# 最近刚看完《我的阿勒泰》，好喜欢他演的巴太，接着去搜又看了他的《封神第一部》也演得好好，根本看不出这孩子那会儿是第一次演戏，又看到还有几部电影什么《蛟龙行动》《镖人》等，老阿姨我要当这孩子的影迷了，上映就去电影院支持！ ​,Fri Oct 11 09:12:11 +0800 2024,暂无视频
漂亮虎咚咚,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006YrfC3ly8gdi77mp5ugj30u00u0mzd.jpg?KID=imgbed,tva&Expires=1728625519&ssig=%2BFYz%2BkFDtb",1.05亿,91706150,9050380,4445351,https://weibo.com/u/6389872027,263,44,67,发布于 辽宁,"【新闻】汉归失败，洪承汉将退出RIIZE，RIIZE is 6

#RIIZE成员同意洪承汉退团##RIIZE成员同意洪承汉退队#洪承汉最终退团…成员们同意+意识到粉丝们的反应
组合RIIZE承汉回归组合最终无望，SM娱乐公司最近就承汉回归RIIZE进行了讨论，但最终得出了难以回归组合的结论。

这是中断活动10个月后做出的决 ​",Fri Oct 11 09:04:40 +0800 2024,暂无视频
搜狐韩娱,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/b0947a55ly8h8v0l7apphj20u00u0wfm.jpg?KID=imgbed,tva&Expires=1728625519&ssig=Qg%2FaYZE11b",9961.3万,75307896,17549081,6756248,https://weibo.com/u/2962520661,1462,271,571,暂无地区信息,"#洪承汉将11月回归RIIZE##SM官宣洪承汉回归RIIZE# SM发布公告官宣洪承汉回归RIIZE

SM表示，从出道前开始就倾注心血计划的RIIZE，认为7名成员一起的时候会更有意义，对今后组合的活动方向进行了多次与成员们讨论，最终决定洪承汉回归组合。洪承汉加入组合，经过一定时间的准备后，将依次参加11月计划的 ​",Fri Oct 11 09:12:52 +0800 2024,暂无视频
上游新闻,"https://tvax4.sinaimg.cn/crop.30.33.954.954.180/001y6PXDly8h8vgd0d8kgj60rr0rrdh002.jpg?KID=imgbed,tva&Expires=1728625519&ssig=uRVjfFYRKW",3029.2万,20544099,4784338,4963826,https://weibo.com/u/1420157965,259,26,13,暂无地区信息,#韩剧剧组用重庆冒充首尔引热议#【号称耗时七年打磨 韩剧《造后者》却被网友发现用重庆冒充首尔】#热门韩剧被发现用重庆冒充首尔#近日，有网友发现，在韩剧《造后者》的最后一集中，一张宣传海报的实际取景地是中国的重庆，而剧组却将其当作首尔展示，并且还在图片中加上了一座山，试图掩盖这一点。这 ​,Fri Oct 11 09:19:20 +0800 2024,暂无视频
韩流全攻略,"https://tvax2.sinaimg.cn/crop.0.0.828.828.180/006dGOOyly8gswlwbbp9cj30n00n0jsg.jpg?KID=imgbed,tva&Expires=1728625519&ssig=1tPl%2BawouD",951.4万,8761593,248909,503273,https://weibo.com/u/5699094470,326,20,3,发布于 韩国,JENNIE《Mantra》YouTube首小时播放量 104万，39万👍 #Jennie新歌# #Jennie新歌正式上线# ​,Fri Oct 11 09:01:31 +0800 2024,暂无视频
复仇者鲶盟,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007C7IPlly8hui88yfc1hj30u00u00w4.jpg?KID=imgbed,tva&Expires=1728625519&ssig=2vDpxAEl7N",24.1万,134131,18767,87917,https://weibo.com/u/6976271207,326,85,5,发布于 福建,"#JENNIE[超话]##Jennie新歌正式上线# 
⚠️所有人警惕，不要回黑，不要搭理pph，不要被引战，所有人注意全力冲刺数据，遇到被引战会黑的姐妹劝她删评，我们跟很多家没有冲突，千万别被利用‼️ ​",Fri Oct 11 09:21:38 +0800 2024,暂无视频
专人,"https://tvax1.sinaimg.cn/crop.0.0.960.960.180/006wHDM6ly8hslflekzr7j30qo0qognw.jpg?KID=imgbed,tva&Expires=1728625519&ssig=i%2FIaXm4fN9",621.6万,482529,5673068,59913,https://weibo.com/u/5980040746,178,28,56,发布于 湖南,关晓彤黑丝大长腿 http://t.cn/A6EQdY0H ​,Fri Oct 11 09:47:00 +0800 2024,https://video.weibo.com/show?fid=1034:5088226499559457
随便追追,"https://tvax1.sinaimg.cn/crop.0.0.828.828.180/6943921aly8h4pc5o50okj20n00n0wf7.jpg?KID=imgbed,tva&Expires=1728625519&ssig=eO1GYpQE12",2071.6万,17741421,1134570,1839632,https://weibo.com/u/1766035994,421,60,17,发布于 江苏,"这里有嗑到宜往情慎了！ 
宜宁为了查三哥买了很多衣服让他试穿

三哥:都要试啊 😧
宜宁抬头 :嗯 ？  一声
三哥:好好好你说什么就是什！我试试试！
宜宁跑来看三哥更衣，围着他左看右看其实是找东西！ 还把罗慎远给看害羞了！

[污]#锦绣安宁# http://t.cn/A6EQd2mj ​",Fri Oct 11 09:37:21 +0800 2024,https://video.weibo.com/show?fid=1034:5088221693149208
扒圈小猪,"https://tvax2.sinaimg.cn/crop.0.0.1242.1242.180/005Gyrr9ly8fggm1ramy2j30yi0yidhl.jpg?KID=imgbed,tva&Expires=1728625519&ssig=Bh6%2Fo37D%2Fl",1.88亿,159839997,10033853,18193732,https://weibo.com/u/5209478895,482,64,40,发布于 河南,米兰时装周MIV出了，蔡徐坤唯一中国明星入榜前十！中国地区总声量450w、蔡徐坤个人总声量310w占了69%！还是那么能打🐮 ​,Fri Oct 11 09:27:19 +0800 2024,暂无视频
专人,"https://tvax1.sinaimg.cn/crop.0.0.960.960.180/006wHDM6ly8hslflekzr7j30qo0qognw.jpg?KID=imgbed,tva&Expires=1728625519&ssig=i%2FIaXm4fN9",621.6万,482529,5673068,59913,https://weibo.com/u/5980040746,153,28,55,发布于 湖南,#英国偶遇孙怡#孙怡拍摄花絮 距离好近[憧憬][憧憬] http://t.cn/A6EQB0ge ​,Fri Oct 11 09:09:19 +0800 2024,https://video.weibo.com/show?fid=1034:5088216936546309
时尚欣姐,"https://tvax3.sinaimg.cn/crop.0.0.886.886.180/aa90dd6ely8htoe65b3phj20om0omq3l.jpg?KID=imgbed,tva&Expires=1728625519&ssig=oOEZg8obn6",8.5万,61455,17045,6693,https://weibo.com/u/2861620590,289,0,0,发布于 四川,说句很实在的话，赵丽颖真的该沉下心来… ​,Fri Oct 11 09:02:00 +0800 2024,暂无视频
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625521&ssig=escM8hWmp5",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625521&ssig=SCnF4SOzLk",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625521&ssig=w1cKiJ%2BLpO",1134.4万,10628746,366365,348902,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625521&ssig=aki2QgbRUH",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625521&ssig=Lb6CFTxTp9",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,234,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625521&ssig=01PstY9P1M",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625524&ssig=41P%2FyjTG0%2F",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625524&ssig=p0deqMIMHA",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625524&ssig=oz8vRSbuZH",1134.4万,10628746,366365,348902,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625524&ssig=CgOB79rFcp",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625524&ssig=PoMxND09fE",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,234,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625524&ssig=isubyBFW2s",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625526&ssig=jOfR0LXDwg",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625526&ssig=EIXaFiWWgr",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625526&ssig=UMEPObeeWW",1134.4万,10628746,366365,348902,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625526&ssig=wO2kZ97UEL",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625526&ssig=pd%2FBH559b2",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,234,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625526&ssig=Y5J%2B6QjZB4",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625529&ssig=mWqdGwlKqN",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625529&ssig=DhsJ3BzNC5",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625529&ssig=tIxJ%2Buw30a",1134.4万,10628746,366365,348902,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625529&ssig=Hn3IwJe8mc",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625529&ssig=ghJFEYs68V",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,234,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625529&ssig=gyTe5Msdp2",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625532&ssig=AASsIm6wuY",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625532&ssig=XNYEryjEJH",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625532&ssig=al2yGIMKpn",1134.4万,10628780,366365,348904,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625532&ssig=ZjbMq2jbMw",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625532&ssig=un4DwpqH5b",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,235,46,98,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625532&ssig=N7YzXHLeiS",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625536&ssig=KethhuK6mx",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,251,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625536&ssig=qdbDu1HCC3",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,489,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625536&ssig=UtKEkutcTl",1134.4万,10628780,366365,348904,https://weibo.com/u/7325016997,296,20,7,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625536&ssig=QvRC7Zt1KF",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,269,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频
